epoch,acc,loss,val_acc,val_loss
0,0.17383472130104094,48.59613266512321,0.15699999928474426,44.6971435546875
1,0.4035877801295042,29.392014533900948,0.3550000011920929,47.80849266052246
2,0.5061922962960114,27.59353476423209,0.39499999582767487,43.76777114868164
3,0.5336635866018777,26.549730315076367,0.41700000166893003,47.134931564331055
4,0.5453726617296581,25.943466620161434,0.4160000026226044,45.64502601623535
5,0.5521278945786597,25.61163683803037,0.4179999977350235,48.69776306152344
6,0.5524281281738822,25.215436057125334,0.4160000026226044,44.37915477752686
7,0.5537041210469689,24.80421656069075,0.4159999996423721,46.76822052001953
8,0.5535540003761519,24.791717301525978,0.4180000007152557,44.3466760635376
9,0.5535540005461568,24.646351674830136,0.4180000007152557,45.018182373046876
10,0.5534038867694895,24.334774902362074,0.4189999997615814,48.189521408081056
11,0.5540794096559963,24.046653046923286,0.4189999997615814,45.258518028259275
12,0.5548299899274305,23.612702809841814,0.41500000059604647,43.707999801635744
13,0.5549801086812176,23.732194407748754,0.41500000059604647,51.31253509521484
14,0.557457023694835,23.435325962998064,0.4189999997615814,45.58153820037842
15,0.5549801047711028,23.45109924944029,0.4150000035762787,44.44030246734619
16,0.5549801093925543,23.303260379462845,0.4159999996423721,46.66859130859375
17,0.5563311538368448,23.239796899401693,0.4209999978542328,51.235849380493164
18,0.5572318515937392,23.092817359059044,0.42399999797344207,51.493310165405276
19,0.555955863344341,22.899995083584493,0.4199999958276749,45.32051773071289
20,0.556256097460763,22.664454507315956,0.4180000007152557,49.08284454345703
21,0.554754931625371,22.617675514181105,0.41700000166893003,45.53675384521485
22,0.556931619519614,22.36916136152884,0.4189999997615814,46.05114669799805
23,0.5561810382974941,22.509496751404612,0.4199999958276749,48.0927001953125
24,0.5555805712860017,22.389457040440433,0.4209999948740005,47.98809394836426
25,0.5569316191885516,21.909840213512503,0.4189999997615814,48.518001556396484
26,0.5554304560240276,22.177960541909908,0.4180000007152557,46.605340003967285
27,0.5559558650264956,21.98737108923066,0.4170000046491623,48.05928726196289
28,0.555205280909817,21.75078896846999,0.42199999690055845,47.350410270690915
29,0.5558808033489424,21.820230026462724,0.42299999892711637,49.59929656982422
30,0.5551302217868126,21.8825847889437,0.4270000010728836,49.423075103759764
31,0.5561059803824199,21.372027221424286,0.42300000190734866,45.276171112060545
32,0.5555055148696556,21.364290917589887,0.42499999701976776,44.67495574951172
33,0.5559558629595929,21.430303421999735,0.41700000166893003,45.61401290893555
34,0.556256095908349,21.487663300824956,0.42599999606609346,50.81020736694336
35,0.555580571062311,21.18600995642801,0.42300000190734866,43.2539888381958
36,0.5555055151582167,21.12649762515038,0.4189999997615814,47.31713447570801
37,0.5563311529420817,20.857190179456186,0.4189999967813492,46.67987060546875
38,0.5555805717199618,20.73252859003218,0.4089999973773956,46.57726287841797
39,0.5569316184637936,20.777200308306334,0.42299999594688414,47.5040205001831
40,0.5543796431684533,20.601160677204277,0.4119999945163727,44.29042644500733
41,0.5547549319363012,20.447478187072566,0.4129999965429306,45.96453514099121
42,0.5566313866782294,20.390654002064153,0.4180000007152557,48.08678779602051
43,0.556556329443175,20.23633461826012,0.4159999996423721,44.64114761352539
44,0.5552052801224255,20.150401605962408,0.406999996304512,45.548573684692386
45,0.554604815781801,19.933438532436377,0.41399999856948855,45.181253051757814
46,0.5541544646630906,19.809702358562237,0.40499999821186067,51.731323623657225
47,0.5547549303592813,20.18906415730171,0.41700000166893003,45.421798133850096
48,0.5545297570122278,19.952517468158184,0.4029999941587448,45.63204650878906
49,0.5548299920368345,19.88046241355964,0.3979999989271164,47.580831909179686
50,0.5558057486169878,19.70784558550531,0.41399999856948855,45.62316207885742
51,0.554304584282561,19.54904925840212,0.41499999463558196,45.575063705444336
52,0.5563311549552987,19.441367897732896,0.410999995470047,44.836907958984376
53,0.5549801080101452,19.43393030490888,0.4119999915361404,45.20664482116699
54,0.5552052825405228,19.487556340985584,0.4089999973773956,45.00503311157227
55,0.555655630171894,19.176164380693226,0.4079999983310699,44.69132270812988
56,0.5549050485806843,18.99377330799213,0.40399999618530275,45.236291313171385
57,0.5547549306232364,19.086204072550988,0.4079999983310699,47.466725730895995
58,0.5543045837278079,19.230858547895295,0.41199999749660493,48.72544555664062
59,0.5543045822156583,19.127613528179424,0.410999995470047,47.65601425170898
60,0.5539292909983963,19.036608842796618,0.41199999749660493,47.27910118103027
61,0.5551302220239248,18.869566400031612,0.41499999463558196,50.175393676757814
62,0.557006677564429,18.88706143983427,0.40599999725818636,47.17014980316162
63,0.5564812695864647,18.709583812886276,0.40199999809265136,51.97756462097168
64,0.556481270427542,18.547761912103585,0.40099999606609343,47.643819427490236
65,0.5552803399567667,18.434909109613663,0.4179999977350235,47.052842903137204
66,0.5550551641066135,18.61211477696408,0.40900000035762785,45.49540004730225
67,0.5555055121316804,18.27993052519183,0.4069999992847443,49.03441696166992
68,0.5562560951835909,18.430264416770303,0.4079999953508377,47.45457077026367
69,0.5539292917768402,18.495058904491923,0.41399999856948855,46.358906745910645
70,0.5531036534270376,18.33275299863952,0.40499999821186067,53.04598617553711
71,0.5558057474873495,18.080781166719746,0.4099999964237213,52.552189636230466
72,0.5555055168828726,18.031483504540084,0.41399999260902404,46.30797634124756
73,0.5562560976844538,17.9786358890721,0.4050000011920929,52.8971134185791
74,0.5556556301182082,18.018574025979373,0.40399999618530275,46.78800468444824
75,0.5576821992564271,17.743210115885848,0.4079999983310699,46.266831970214845
76,0.555205281079822,17.855697333342963,0.41000000238418577,45.215956115722655
77,0.5558808063217928,17.792291595566642,0.40199999511241913,47.003614616394046
78,0.5552803387085722,17.755225120377794,0.4029999941587448,47.24201412200928
79,0.5560309197875299,18.06009249399797,0.41299999952316285,46.65570240020752
80,0.5560309204809714,17.710797453538653,0.4069999992847443,49.095152854919434
81,0.5543045841215036,17.61122120009218,0.40900000035762785,47.19248580932617
82,0.5563311525886503,17.45822184266409,0.40299999713897705,46.4780179977417
83,0.5549801092449184,17.2289544649331,0.4069999933242798,48.2640884399414
84,0.5564062110405824,17.173611826682997,0.4089999973773956,48.989047813415525
85,0.5557306887714621,17.481852835151496,0.4069999992847443,51.18884963989258
86,0.5559558620424606,17.131195743440248,0.41200000047683716,47.87876682281494
87,0.556256097921566,17.304036172152298,0.40900000035762785,48.20741958618164
88,0.5550551656612644,17.253305115070212,0.4189999967813492,51.67287635803223
89,0.5566313867945486,17.135988243848615,0.410999995470047,48.17682437896728
90,0.5538542350204841,17.29011017433527,0.406999996304512,46.9593147277832
91,0.555655628328682,17.17490783149681,0.4089999973773956,46.50823860168457
92,0.5567815023204779,17.208683544689496,0.4099999964237213,47.858622550964355
93,0.5553553993437264,16.84689984088598,0.4149999976158142,46.627502632141116
94,0.5549050468336594,17.11290256176984,0.40599999725818636,50.32751274108887
95,0.555055164435439,16.81005082606088,0.4089999973773956,47.948966598510744
96,0.5564062127764229,16.910654839636873,0.40499999523162844,47.48153305053711
97,0.5567064440631566,16.7776811441251,0.403999999165535,50.3342529296875
98,0.5566313864120374,16.631493851809783,0.4089999973773956,49.60364055633545
99,0.5560309208344029,16.7092813182448,0.4089999943971634,51.12053966522217
100,0.5571567937077447,17.01539172165603,0.4079999983310699,53.734317016601565
101,0.557381969994095,16.686879305620142,0.4069999992847443,51.13076286315918
102,0.5572318525846894,16.596278174363896,0.41200000047683716,49.136429405212404
103,0.5560309212817843,16.43097778062048,0.4120000034570694,49.29456901550293
104,0.5579824348984203,16.689924128875354,0.41100000143051146,49.89125728607178
105,0.5560309205480786,16.413480012792462,0.4099999964237213,52.712466430664065
106,0.5552803400507169,16.501119833866557,0.40599999725818636,52.5999210357666
107,0.5559558623422063,16.217508180751857,0.41299999356269834,56.02947883605957
108,0.5560309193625175,16.312602245225158,0.41399999856948855,49.084764289855954
109,0.5542295241708433,16.568484711770513,0.403999999165535,54.09623832702637
