epoch,acc,loss,val_acc,val_loss
0,0.0012580824201666259,545.3973668150711,0.010999999754130841,213.64654846191405
1,0.0013751133429728236,494.1944735759828,0.0029999999329447745,235.98252868652344
2,0.0023113607254224055,482.65412811446265,0.0019999999552965165,233.4422119140625
3,0.002545422571034801,478.37959487188687,0.003999999910593033,237.84505920410157
4,0.0025161648403332518,474.672564529048,0.004999999888241291,238.33406677246094
5,0.002340618456123955,473.04874626174626,0.0029999999329447745,254.0725845336914
6,0.002486907109631702,470.6456083591653,0.003999999910593033,243.43387451171876
7,0.0028965153394533943,468.85812040690763,0.0019999999552965165,248.03338317871095
8,0.003159834917157007,467.23292820661305,0.0,250.94824829101563
9,0.0027794844166471964,465.8759327642976,0.004999999888241291,250.1935806274414
